id,label,socre
33289117,0,1.729980002
33215309,0,1.727972773
33935894,0,1.724585913
34867674,0,1.721095814
35078968,0,1.718089586
33341215,0,1.717840623
32329246,0,1.716098942
35013724,0,1.716098942
34876988,0,1.716098942
32398916,0,1.716082875
34050990,0,1.716082875
32591651,0,1.714566076
34866746,0,1.714566076
32801132,0,1.714566076
33793439,0,1.714566076
32369587,0,1.714566076
32878559,0,1.714566076
34001251,0,1.714566076
34523116,0,1.714566076
35056467,0,1.714566076
34494886,0,1.714566076
32446540,0,1.714566076
32789144,0,1.714566076
34567434,0,1.714566076
33654642,0,1.714566076
32872009,0,1.714566076
34427676,0,1.714566076
34562898,0,1.713975554
32593567,0,1.713693862
34103318,0,1.713557573
33971134,0,1.713557573
34950497,0,1.713557573
32745693,0,1.713557573
34629723,0,1.713557573
34966601,0,1.713557573
32342636,0,1.713557573
33309238,0,1.713557573
32731361,0,1.713557573
32599060,0,1.713557573
32540883,0,1.713557573
32582374,0,1.713557573
35110875,0,1.704309382
32783305,0,1.700054817
35010707,0,1.695790153
33061705,0,1.694571472
32437934,0,1.692382289
32702365,0,1.689319997
34902322,0,1.68461631
34480634,0,1.683153276
33452854,0,1.676567915
33792836,0,1.675544382
34376184,0,1.669356977
34541432,0,1.668994405
34326704,0,1.667805736
34697561,0,1.666455257
32389352,0,1.666455257
32645344,0,1.666455257
33398753,0,1.666455257
33357280,0,1.666455257
33386141,0,1.666455257
32455170,0,1.666455257
34584962,0,1.666455257
32327200,0,1.666455257
33078604,0,1.666455257
33841439,0,1.666455257
33275032,0,1.666455257
34431626,0,1.666455257
33545077,0,1.666455257
33227997,0,1.666455257
34081591,0,1.666455257
32331509,0,1.666455257
34081601,0,1.666455257
34972772,0,1.666455257
33534756,0,1.664888671
34539218,0,1.658079226
33330316,0,1.654420812
34939621,0,1.65317537
33171724,0,1.645618612
34658642,0,1.641374971
34919205,0,1.641204075
34777350,0,1.625471027
32320478,0,1.623253135
34395693,0,1.612496432
32277997,0,1.605685759
33046168,0,1.598268359
32281130,0,1.598159664
34316241,0,1.592528128
34725053,0,1.58993326
34538288,0,1.585395401
32487253,0,1.58357317
33273462,0,1.581640827
34166294,0,1.568109594
33592686,0,1.564877847
34267833,0,1.557355231
33763159,0,1.557355231
32409112,0,1.557355231
32836296,0,1.554292476
34374591,0,1.549787308
33294885,0,1.544720029
32504979,0,1.544720029
32633877,0,1.544465265
34100940,0,1.544465265
33493917,0,1.544465265
32389734,0,1.544465265
32927475,0,1.544465265
32877492,0,1.544465265
32291872,0,1.5401235
32398402,0,1.539081398
33693541,0,1.537162846
32152082,0,1.513173032
32891290,0,1.511093501
33753799,0,1.51081009
33003042,0,1.506765747
33377168,0,1.506765747
34574811,0,1.500462008
34909708,0,1.49859048
33681298,0,1.496896287
33627674,0,1.49628115
32394513,0,1.491427055
34713163,0,1.485848831
33728822,0,1.475568672
34282263,0,1.475425291
34277208,0,1.475425291
32276260,0,1.475425291
34310901,0,1.475425291
33750740,0,1.4749867
34125034,0,1.474882958
34988383,0,1.474592387
32671452,0,1.47456736
32400084,0,1.47456736
32415659,0,1.47456736
33947153,0,1.47456736
32970046,0,1.47456736
32346785,0,1.47456736
32131537,0,1.474449198
35193695,0,1.474333817
33205830,0,1.474333817
33540130,0,1.474129743
33538471,0,1.474129743
34746873,0,1.474129743
34510461,0,1.474129743
34014530,0,1.474012081
32329930,0,1.474012081
32837539,0,1.473863935
35059416,0,1.473855711
32868266,0,1.473799545
32382516,0,1.473752017
34755476,0,1.473752017
34667848,0,1.473752017
34316344,0,1.473642878
35053865,0,1.473625861
33936562,0,1.473600337
33605891,0,1.473600337
32653906,0,1.473587339
32696838,0,1.473546032
33062797,0,1.473496187
32293832,0,1.473496187
34711432,0,1.473496187
34315161,0,1.473496187
35098171,0,1.473421341
33781363,0,1.473413247
34467589,0,1.473386209
35136614,0,1.473380345
33599451,0,1.473318641
34600203,0,1.473318641
34604789,0,1.473318641
34659011,0,1.473318641
35055598,0,1.473318641
34036545,0,1.473268184
33173650,0,1.473155317
34803443,0,1.473035999
32568725,0,1.472964819
32561147,0,1.472961751
33351830,0,1.472903972
33038215,0,1.472892971
32820333,0,1.472737201
34639626,0,1.472660151
34053043,0,1.472618589
32889536,0,1.472618589
33735510,0,1.472572483
34530803,0,1.472572483
34486805,0,1.472572483
34659654,0,1.472572483
33599751,0,1.472572483
34133128,0,1.472572483
33727478,0,1.472572483
33999359,0,1.472572483
33827855,0,1.472469718
33817832,0,1.472469718
33186853,0,1.47246912
32640558,0,1.47246912
33362941,0,1.47246912
33938710,0,1.47246912
34539153,0,1.47246912
32356301,0,1.472413749
33989162,0,1.472375743
32596790,0,1.472345725
34488053,0,1.472345725
34524238,0,1.47230473
32557918,0,1.47230473
32812247,0,1.47230473
35160331,0,1.47230473
32504101,0,1.47230473
32355658,0,1.47230473
32649864,0,1.47230473
32597627,0,1.47230473
33194799,0,1.472270278
33181262,0,1.472264044
35126892,0,1.472147354
34050951,0,1.472147354
34703065,0,1.472147354
34219243,0,1.472131256
32281671,0,1.472096136
34584489,0,1.472096136
34620246,0,1.472096136
34886492,0,1.472096136
32462968,0,1.472091069
35075153,0,1.472073974
32612814,0,1.471975488
34753945,0,1.471960412
34703817,0,1.471942368
32313886,0,1.471911243
34031781,0,1.471791691
33347420,0,1.471789759
32521159,0,1.471697839
32962779,0,1.471697839
33595840,0,1.471694094
32358609,0,1.47165762
33104770,0,1.47165762
32683060,0,1.47165762
34869067,0,1.47165762
33318619,0,1.47165762
34146373,0,1.47165762
35147823,0,1.47165762
32841311,0,1.471635869
33612936,0,1.471635869
33246041,0,1.47163528
34650148,0,1.47163528
35095664,0,1.47163528
32640684,0,1.47163528
33469764,0,1.471618622
34195108,0,1.471566816
34719663,0,1.471566816
35098178,0,1.471566816
35164807,0,1.471544337
35036859,0,1.471544337
32488757,0,1.471544337
33335974,0,1.471544337
32651997,0,1.471433264
34277652,0,1.471433264
33524310,0,1.471433264
34738568,0,1.471420538
33768222,0,1.471420538
33811524,0,1.471420538
34629854,0,1.471354153
32107119,0,1.471298
34721847,0,1.471257101
33171214,0,1.47125367
32693039,0,1.471151782
32624390,0,1.471151782
32767368,0,1.470892734
32529545,0,1.470778439
32417376,0,1.470778439
33510195,0,1.470778439
34639790,0,1.470778439
33730528,0,1.470778439
35015858,0,1.470778439
35036198,0,1.470778439
32500939,0,1.470778439
35169601,0,1.470778439
32588277,0,1.470778439
32706574,0,1.47077026
33923868,0,1.47077026
34247325,0,1.47077026
34436772,0,1.470654986
33872916,0,1.470654986
34895497,0,1.470654986
32346090,0,1.470654986
33533933,0,1.470654986
33617141,0,1.470654986
34712445,0,1.470552291
32287806,0,1.470539379
33154107,0,1.47044461
34271072,0,1.47044461
32507495,0,1.47044461
33235385,0,1.47044461
33540713,0,1.47044461
35080510,0,1.47044461
34804803,0,1.47044461
33984174,0,1.47044461
33534068,0,1.47044461
34868754,0,1.470406324
32313847,0,1.47037619
34571653,0,1.470375913
35127589,0,1.470375913
32980374,0,1.470375913
33742780,0,1.470375913
34769858,0,1.470375913
32640192,0,1.470375913
35061874,0,1.470375913
33678766,0,1.470375913
32387793,0,1.470375913
33218120,0,1.470372923
34696528,0,1.470372923
35096725,0,1.470372923
32048741,0,1.470372923
32412401,0,1.470372923
32554992,0,1.470372923
34785855,0,1.470372923
33450400,0,1.470372923
33367857,0,1.470372923
33973018,0,1.470372923
33614573,0,1.4703218
34754665,0,1.4703218
34171036,0,1.4703218
34033650,0,1.470281619
33175145,0,1.470210493
33946911,0,1.47019611
32558175,0,1.470180505
32959538,0,1.470170538
33665211,0,1.470170538
33770097,0,1.470170538
32499172,0,1.470170538
32396628,0,1.470170538
34888279,0,1.470170538
34357691,0,1.470170538
34975213,0,1.470170538
34712023,0,1.47013916
34973949,0,1.47013916
33540139,0,1.470131939
34195311,0,1.470131939
32589794,0,1.470131939
33861198,0,1.470131939
33543374,0,1.470131939
34645702,0,1.470131939
33819166,0,1.470131939
34786733,0,1.470131939
35036033,0,1.470131939
32348829,0,1.470067293
34111585,0,1.470058033
34188382,0,1.470033445
34642069,0,1.470015677
34720325,0,1.470015677
32679527,0,1.469968501
32387167,0,1.469968501
32510175,0,1.469968501
34046177,0,1.469953568
33440148,0,1.469926894
33022757,0,1.469926894
34036601,0,1.469926894
33381234,0,1.469917346
32457811,0,1.469917346
32358979,0,1.469917346
33880717,0,1.469838767
33758364,0,1.46982701
32209887,0,1.46979699
35144021,0,1.469755267
34782556,0,1.469755267
32532462,0,1.469755267
35068902,0,1.469732617
34848436,0,1.469650298
33529077,0,1.469588757
35058978,0,1.469588757
33049042,0,1.469576594
32747961,0,1.469576594
33725432,0,1.469576594
34289965,0,1.469573935
34790435,0,1.469573935
32440985,0,1.469573935
32670917,0,1.469573935
34167668,0,1.469568608
33711195,0,1.469568608
34593060,0,1.469472588
32682192,0,1.469472588
33467714,0,1.469472588
34264006,0,1.469466695
34982039,0,1.469436988
35180439,0,1.469436988
32837677,0,1.469436988
35059331,0,1.469436988
34632106,0,1.469436988
32474031,0,1.469436988
34306718,0,1.469436988
32883088,0,1.469436988
33256227,0,1.469436988
34311587,0,1.469404306
32483356,0,1.469404306
32223988,0,1.469404306
32954600,0,1.469404306
32409727,0,1.469404306
34909017,0,1.469404306
34555502,0,1.469404306
32656589,0,1.469404306
32665041,0,1.469404306
34762646,0,1.469404306
33537627,0,1.469404306
33795479,0,1.469404306
35192449,0,1.469404306
34178742,0,1.469400409
33211130,0,1.469400409
34450685,0,1.469400409
32364119,0,1.469400409
32454981,0,1.469400409
34518303,0,1.469400409
33295626,0,1.469400409
32556887,0,1.469400409
35002344,0,1.469400409
33160704,0,1.469400409
33483136,0,1.469400409
33109677,0,1.469400409
34664222,0,1.46939991
33840481,0,1.46939991
35160170,0,1.469258975
33988162,0,1.469221738
34769688,0,1.469212439
33460980,0,1.469212439
33945206,0,1.469212439
34566243,0,1.469212439
33502142,0,1.469212439
34975183,0,1.469212439
34074346,0,1.469212439
33012350,0,1.469212439
33906846,0,1.469212439
34758472,0,1.469212439
32189175,0,1.469212439
33212261,0,1.469212439
32492557,0,1.469199958
32368715,0,1.469179793
34812392,0,1.469179793
32259878,0,1.469179793
34272755,0,1.469179793
32222166,0,1.469179793
34018891,0,1.469179793
33887873,0,1.469179793
35110274,0,1.469179793
34621216,0,1.469152236
33315853,0,1.469129422
33688405,0,1.469125895
35074012,0,1.469125895
34390857,0,1.469125895
34603727,0,1.46911148
33290402,0,1.469102256
34406640,0,1.469102256
33537652,0,1.469102256
32884178,0,1.469102256
34375497,0,1.469102256
32861267,0,1.469102256
34200116,0,1.469102256
33443298,0,1.469102256
32503728,0,1.469102256
34681236,0,1.469102256
32333857,0,1.469102256
35028194,0,1.469102256
32767453,0,1.469102256
34269437,0,1.469073007
33607952,0,1.469073007
32456729,0,1.469073007
34053259,0,1.469073007
33966358,0,1.469073007
33138721,0,1.469073007
35021270,0,1.46904525
34588541,0,1.46904525
32622412,0,1.46904525
35031848,0,1.46904525
35114535,0,1.46904525
34179576,0,1.46904525
34713575,0,1.46904525
32599591,0,1.46904525
34417939,0,1.46904525
34447689,0,1.468958005
35194565,0,1.468958005
33120717,0,1.468935596
33848974,0,1.468935596
34868832,0,1.468935596
33065215,0,1.468935596
34855825,0,1.468935596
33071521,0,1.468931587
34096486,0,1.468923019
34669085,0,1.468923019
32510734,0,1.468923019
34324121,0,1.468923019
35031265,0,1.468923019
34603376,0,1.468923019
32648228,0,1.468923019
34705163,0,1.468923019
32455894,0,1.468923019
33979505,0,1.468923019
32498230,0,1.468923019
33685742,0,1.468923019
34648125,0,1.468923019
33502793,0,1.468923019
33244597,0,1.468923019
34720199,0,1.468923019
35140702,0,1.468907669
34760864,0,1.46890174
33845678,0,1.46890174
35121149,0,1.46890174
32363326,0,1.46890174
34697787,0,1.46890174
32740136,0,1.46890174
34664196,0,1.46890174
32479777,0,1.468863895
34831843,0,1.468863895
34007890,0,1.468858352
34642619,0,1.46885739
33786747,0,1.46885739
33331263,0,1.468846084
32267301,0,1.468846084
33500867,0,1.468846084
32778673,0,1.468846084
34501537,0,1.468846084
32655532,0,1.468846084
33613360,0,1.468846084
32735170,0,1.468846084
32200665,0,1.46881659
34538678,0,1.468792483
32356580,0,1.46878882
32343764,0,1.46878882
32402498,0,1.46878882
34603844,0,1.46878882
34286217,0,1.46878882
34779869,0,1.46878882
33188313,0,1.46878882
35135595,0,1.46878882
34877480,0,1.46878882
34557458,0,1.46878882
32409328,0,1.46878882
34864193,0,1.46878882
33436478,0,1.46878882
33351891,0,1.46878882
32438450,0,1.46878882
33031835,0,1.468736623
34468943,0,1.468736623
32695687,0,1.468736623
34608451,0,1.468736623
32296046,0,1.468736623
33966371,0,1.468736623
33469873,0,1.468736623
33652133,0,1.468736623
32587176,0,1.468736623
33203913,0,1.468736623
34530216,0,1.468689222
33623741,0,1.468689222
32524785,0,1.468689222
34116083,0,1.468689222
32870139,0,1.468689222
32978848,0,1.468689222
33506553,0,1.468689222
34941094,0,1.468689222
33488398,0,1.468678185
34327077,0,1.468659279
33094929,0,1.468612625
32564248,0,1.468607897
33668734,0,1.468607897
33643977,0,1.468607897
32323725,0,1.468587542
32302535,0,1.468558152
34955227,0,1.468532318
34143380,0,1.468530916
34914808,0,1.468530515
33621393,0,1.468523396
35039808,0,1.468523396
34686605,0,1.468512534
33600120,0,1.468512534
34737773,0,1.468512534
33618316,0,1.468512534
32278097,0,1.468512534
32452530,0,1.468512534
34173127,0,1.468512534
33743006,0,1.468512534
34844402,0,1.468512534
34694269,0,1.468512534
34540779,0,1.468512534
32735758,0,1.468511266
34168460,0,1.468511266
34473593,0,1.468511266
32655580,0,1.468511266
34768436,0,1.468508094
33822000,0,1.468480049
34779152,0,1.468480049
35106063,0,1.468480049
33935343,0,1.468464533
34705539,0,1.468464533
32142621,0,1.468464533
33391931,0,1.468464533
33772567,0,1.468464533
32407600,0,1.468464533
34420277,0,1.468464533
34012342,0,1.468464533
32504142,0,1.468464533
32670527,0,1.468464533
34953527,0,1.468464533
33077011,0,1.468464242
33444289,0,1.468454648
32844538,0,1.468454648
32513552,0,1.468425814
33999015,0,1.468425814
34628022,0,1.468425814
32763042,0,1.468425814
33409249,0,1.468425814
33202686,0,1.468425814
33643990,0,1.468425814
32376004,0,1.468425814
32307026,0,1.468425814
32380269,0,1.468425814
32315614,0,1.468425814
32672426,0,1.468425814
34873495,0,1.468425814
34900472,0,1.468425814
34977525,0,1.468425814
32405133,0,1.468407749
34574888,0,1.468407749
32701817,0,1.468407749
32586396,0,1.468407749
33035174,0,1.468407749
33328406,0,1.468407749
34547322,0,1.468407749
32187463,0,1.468407749
34912741,0,1.468407749
32534461,0,1.468392783
34471776,0,1.468375458
34394211,0,1.468373153
34525276,0,1.468359667
32692449,0,1.468347045
33942263,0,1.468345133
33341217,0,1.468343492
34769678,0,1.468343492
32815575,0,1.468343492
34285042,0,1.468343492
33881539,0,1.468343492
32442516,0,1.468303863
34544516,0,1.468258062
33491195,0,1.468173968
32837002,0,1.468133104
35024047,0,1.468090978
32493522,0,1.468090978
34627384,0,1.468090978
34566468,0,1.468090978
34593555,0,1.468090978
34886367,0,1.468090978
34707199,0,1.468090978
32728461,0,1.468090978
34304226,0,1.468090978
32652212,0,1.468090978
35083241,0,1.468082822
32462717,0,1.468082822
32853484,0,1.468066869
32557555,0,1.468025012
34692952,0,1.468025012
33427648,0,1.468025012
34312193,0,1.468025012
34152728,0,1.468025012
33619724,0,1.468025012
33249615,0,1.467991231
32491091,0,1.467991231
33301987,0,1.467991231
34187894,0,1.467991231
32592625,0,1.467991231
32156331,0,1.4679896
34048115,0,1.467984973
32825737,0,1.467965473
34929372,0,1.467960534
32417315,0,1.467957175
33471294,0,1.467947495
35194409,0,1.467946103
34324577,0,1.467946103
32616594,0,1.467946103
32233980,0,1.467946103
32112887,0,1.467946103
33130587,0,1.467946103
34537104,0,1.467946103
32259130,0,1.467946103
32574311,0,1.467946103
33681266,0,1.46794003
34899958,0,1.46794003
32458289,0,1.467938863
33907239,0,1.467938863
33595641,0,1.467920344
32592104,0,1.467913826
33205378,0,1.467913826
34468333,0,1.467913826
33357633,0,1.467913826
32563630,0,1.467913826
34048576,0,1.467913826
34705057,0,1.467913826
32512569,0,1.467913826
32283138,0,1.467913826
32361800,0,1.467913826
35024157,0,1.467913826
33448378,0,1.467913826
34345522,0,1.467913289
32279018,0,1.467913289
32537932,0,1.46791213
32416116,0,1.46791213
33028699,0,1.467900742
32560910,0,1.467900742
32242990,0,1.467900742
33678938,0,1.467900742
32383060,0,1.46789946
35061674,0,1.467891143
34527163,0,1.467891143
34028820,0,1.467891143
33686316,0,1.467891143
34283860,0,1.467891143
34145548,0,1.467891143
35025903,0,1.467872421
34197577,0,1.467872421
32425243,0,1.467872421
32524707,0,1.467872421
33209855,0,1.467872421
32665477,0,1.467872421
32688005,0,1.467872421
34171042,0,1.467872421
34353999,0,1.467872421
35140635,0,1.467872421
32702051,0,1.467872421
34629504,0,1.467872421
34014765,0,1.467870669
32432015,0,1.467870669
34848509,0,1.467870669
33904670,0,1.467870669
34518603,0,1.467851922
35194263,0,1.467786585
32866298,0,1.46768443
32316857,0,1.467653996
33204075,0,1.467653996
33671159,0,1.467653996
32611924,0,1.467653996
32399213,0,1.467653996
34418768,0,1.467653996
32350103,0,1.467653996
33722835,0,1.467653996
35071032,0,1.467629242
35134889,0,1.467629242
33541037,0,1.467629242
33367502,0,1.467629242
33401106,0,1.467629242
33080785,0,1.467585295
32571439,0,1.467454008
33635126,0,1.467454008
34212913,0,1.467454008
32612617,0,1.467454008
34081577,0,1.467454008
33876597,0,1.467454008
32497913,0,1.467454008
33581745,0,1.467454008
35047657,0,1.467454008
32336578,0,1.467443902
35072943,0,1.467404218
32767891,0,1.467390181
33938026,0,1.467375163
33369729,0,1.467375163
34129978,0,1.467375163
34631207,0,1.467375163
32450991,0,1.467375163
33514825,0,1.467375163
32490532,0,1.467375163
34071047,0,1.467355838
32443021,0,1.467355164
32342637,0,1.467355164
34628708,0,1.467355164
32666248,0,1.467355164
34899030,0,1.467355164
32751194,0,1.467355164
33805283,0,1.467355164
34555828,0,1.467355164
34900602,0,1.46734965
34537995,0,1.46734965
33329336,0,1.467304447
33963170,0,1.467298537
34890781,0,1.467298537
34189662,0,1.467298537
33525214,0,1.467298537
33769336,0,1.467298537
32498085,0,1.467298537
32283215,0,1.467298537
33207740,0,1.467298537
34477456,0,1.467298537
34521083,0,1.467298537
33724065,0,1.467298537
32837057,0,1.46726276
32726446,0,1.46726276
34869931,0,1.46726276
34853676,0,1.46726276
32342047,0,1.467253113
34178233,0,1.467241025
32734822,0,1.467168434
32665934,0,1.467168434
32624188,0,1.467168434
33045077,0,1.467168434
34328376,0,1.467168434
32838629,0,1.467168434
33497928,0,1.467168434
34568519,0,1.467168434
34473903,0,1.467168434
33327884,0,1.467168434
32376977,0,1.467168434
33031045,0,1.467168434
32401965,0,1.467143839
33266130,0,1.467134941
33199021,0,1.467118974
33730055,0,1.467116776
33487263,0,1.467104217
34517923,0,1.467104217
32744897,0,1.467104217
33580264,0,1.467104217
33173643,0,1.467104217
35055636,0,1.467104217
34899002,0,1.467104217
32325035,0,1.467104217
33215133,0,1.467104217
34796075,0,1.467098573
34697612,0,1.467098573
34416058,0,1.467098573
32312023,0,1.467098573
32405834,0,1.467093016
32149486,0,1.467087553
33496087,0,1.467006823
33639869,0,1.466976791
33197232,0,1.466976791
33455633,0,1.466976791
33669146,0,1.466914751
32487271,0,1.466914751
32709772,0,1.466914751
34843712,0,1.466914751
32896660,0,1.466914751
32277726,0,1.466914751
33610199,0,1.466883573
34629700,0,1.466863033
33770388,0,1.466863033
32479856,0,1.466863033
34179989,0,1.466863033
32462267,0,1.466863033
34932561,0,1.466863033
32536443,0,1.466863033
33709641,0,1.466863033
33586631,0,1.466862209
32836361,0,1.466862209
32454982,0,1.466862209
33729044,0,1.466862209
34499689,0,1.466862209
34453338,0,1.46685939
32425710,0,1.46685939
32599281,0,1.46685939
33329504,0,1.46685939
34678292,0,1.46685939
33416890,0,1.466857202
32425303,0,1.466857202
35199017,0,1.466857202
34230047,0,1.466857202
34169443,0,1.466857202
32435882,0,1.466854738
34654867,0,1.466854738
32544963,0,1.466854738
33942541,0,1.466854738
32200109,0,1.466854738
34276907,0,1.466854738
33731427,0,1.46685437
34007667,0,1.46685437
32921733,0,1.46685437
33673120,0,1.46685437
34559361,0,1.46685437
32671086,0,1.466850327
34264880,0,1.466850327
34580141,0,1.466850327
34785374,0,1.466850327
33909917,0,1.466850327
34197531,0,1.466847933
33430283,0,1.466839668
33301775,0,1.466839668
34389034,0,1.466839668
32505068,0,1.466839668
32420822,0,1.466839668
32250049,0,1.466839668
32566795,0,1.466839668
33935478,0,1.466733679
34148444,0,1.466733679
32352080,0,1.466733679
34886251,0,1.466733679
34208425,0,1.466733679
33547156,0,1.466733679
32609256,0,1.466733679
32345522,0,1.466733679
34831939,0,1.466713235
34059675,0,1.466713235
33490702,0,1.466713235
34453644,0,1.466713235
34008216,0,1.466713235
32403248,0,1.466624527
34370344,0,1.466623017
34527265,0,1.466603962
33861808,0,1.466603962
33034893,0,1.466548909
34592415,0,1.466478862
34480328,0,1.466478862
32398894,0,1.466478862
34765457,0,1.466478862
33394296,0,1.466478862
33363087,0,1.466436106
33205200,0,1.466436106
34984644,0,1.466418487
34379194,0,1.466408858
33071686,0,1.466408858
33381285,0,1.466408858
32304463,0,1.466408858
32784792,0,1.466408858
34471260,0,1.466408858
33793650,0,1.466408858
34637039,0,1.466408858
34835044,0,1.466408858
32539990,0,1.466408858
34156969,0,1.466374262
34636498,0,1.466374262
32814959,0,1.466374262
34008833,0,1.466374262
34062110,0,1.466374262
32268929,0,1.466374262
34013809,0,1.466374262
35056076,0,1.466367985
32360607,0,1.466360861
32424417,0,1.466350796
33324601,0,1.466350796
33785677,0,1.466350796
32446798,0,1.466330538
33642628,0,1.466319725
34017790,0,1.466319725
33392134,0,1.466319725
34893583,0,1.466319725
32784318,0,1.466319725
33530962,0,1.466319725
34846651,0,1.466319725
33662647,0,1.466319725
33341244,0,1.466264871
33270866,0,1.466264871
34550333,0,1.466264871
33374260,0,1.466264871
34602819,0,1.466264871
34586750,0,1.466260666
34753533,0,1.466260666
34774773,0,1.466260666
34132410,0,1.466260666
32849666,0,1.466260666
32478942,0,1.466260666
33629107,0,1.466260666
32730221,0,1.466260666
35118323,0,1.466260666
34703602,0,1.466257809
33217615,0,1.466253576
34501756,0,1.466250824
35093217,0,1.466250824
32361195,0,1.466250824
32585864,0,1.466250824
35115345,0,1.466250824
34170788,0,1.466244643
33905891,0,1.466244643
32689701,0,1.466244643
33453234,0,1.466244643
34818474,0,1.466244643
34011743,0,1.466244643
34342734,0,1.466233806
34786007,0,1.466233806
34717201,0,1.466233806
35081298,0,1.466233806
32345550,0,1.466233806
32643641,0,1.466233806
32882708,0,1.466233806
33733425,0,1.466233806
32361677,0,1.466233806
35024370,0,1.466233806
33409033,0,1.466233806
33682230,0,1.466233806
32520840,0,1.466214502
33191080,0,1.466214502
33062822,0,1.466211372
33137122,0,1.466211372
33727353,0,1.466211372
32653961,0,1.466211372
32563676,0,1.466211372
32346593,0,1.466202238
33926961,0,1.466154801
32105680,0,1.466086563
34732250,0,1.466086563
33923886,0,1.466086563
32546673,0,1.466086563
33219453,0,1.466086563
33122753,0,1.466086563
34746164,0,1.466086563
34931026,0,1.466086563
33768443,0,1.466086563
32445723,0,1.466086563
35100743,0,1.466086563
32413820,0,1.466086563
35073081,0,1.466086563
34487903,0,1.466086563
33599303,0,1.466086563
32301647,0,1.466086563
33725847,0,1.466059663
33856015,0,1.466059663
35156064,0,1.466059663
34568126,0,1.466059663
34267545,0,1.466059663
35025948,0,1.466059663
34871328,0,1.466059663
33819165,0,1.466059663
32695329,0,1.466026253
33486674,0,1.466024032
35079381,0,1.46602276
33389499,0,1.466016674
33168538,0,1.465951306
32674930,0,1.465946881
33861799,0,1.465946881
32142622,0,1.465932634
34848915,0,1.465922027
33516323,0,1.46590969
34077454,0,1.46590969
32312359,0,1.46590969
33911911,0,1.46590969
34722924,0,1.46590969
33215503,0,1.46590969
33186190,0,1.46590969
33646265,0,1.46590969
33749743,0,1.46590969
34009368,0,1.46590969
33197639,0,1.46590969
32311668,0,1.465906668
32588911,0,1.465906668
34236484,0,1.465906668
32450877,0,1.465906668
32333069,0,1.465900069
32565189,0,1.465900069
34546177,0,1.465874681
34307545,0,1.465874681
32826322,0,1.465874681
