id,label,score
32674001,2,1.447928063
32367471,2,1.447908509
34616792,2,1.447903539
32395015,2,1.447903539
32569604,2,1.447902767
34956598,2,1.447901719
33241763,2,1.447895906
33227708,2,1.447884407
34665843,2,1.447878248
32789951,2,1.447828461
33504627,2,1.447790846
34999239,2,1.447775748
33932335,2,1.447591476
33172260,2,1.447567007
34401939,2,1.447560945
32833343,2,1.447559874
33670490,2,1.447476692
34251732,2,1.447466021
33119721,2,1.447395891
33955114,2,1.447158275
34567132,2,1.447067632
34331773,2,1.446951047
34390753,2,1.446876341
34050905,2,1.44687548
32675518,2,1.446663991
34339677,2,1.446588571
34461565,2,1.446507583
34409999,2,1.446379177
35079695,2,1.446269262
34594928,2,1.445931752
32620125,2,1.445830608
32663789,2,1.445665732
34324533,2,1.4455679
32450194,2,1.445341194
35055726,2,1.445263834
32387011,2,1.444745353
32361759,2,1.444740216
34930865,2,1.444740216
34526153,2,1.444740216
32640030,2,1.444740216
35186995,2,1.444740216
34644637,2,1.444740216
34658682,2,1.444740216
32443022,2,1.444740216
33253271,2,1.444740216
32670531,2,1.444740216
34014816,2,1.444740216
34146077,2,1.444740216
32816541,2,1.444740216
32794415,2,1.444740216
33029105,2,1.444740216
33593743,2,1.444740216
35130847,2,1.444740216
34142651,2,1.444740216
32635543,2,1.444740216
33336243,2,1.444740216
34310217,2,1.444740216
32105637,2,1.444740216
33527198,2,1.444740216
34501741,2,1.444740216
32560322,2,1.444740216
34157513,2,1.444740216
33230987,2,1.444740216
34024217,2,1.444740216
35058508,2,1.444740216
34770053,2,1.444740216
32622403,2,1.444740216
35130871,2,1.444740216
34197468,2,1.444740216
34642659,2,1.444740216
32502699,2,1.444740216
33633432,2,1.444740216
32594243,2,1.444740216
32933150,2,1.444740216
33664691,2,1.444740216
34884325,2,1.444740216
32368755,2,1.444740216
32339565,2,1.444740216
32393966,2,1.444740216
35055549,2,1.444740216
33022014,2,1.444740216
35131664,2,1.444740216
32329159,2,1.444740216
33169148,2,1.444740216
34721201,2,1.444740216
32415422,2,1.444740216
32770652,2,1.444740216
34541457,2,1.444740216
32971710,2,1.444740216
34673335,2,1.444740216
33380361,2,1.444740216
33904052,2,1.444740216
32631365,2,1.444740216
33659231,2,1.444739895
34615501,2,1.444723727
34244281,2,1.444718371
35010546,2,1.444716799
32389663,2,1.444714844
35125562,2,1.444708684
34448800,2,1.444700379
33900181,2,1.444697902
32282057,2,1.444688702
33857226,2,1.444688702
32620302,2,1.444688702
33535237,2,1.444685596
32975182,2,1.444648668
33036176,2,1.444642766
34199185,2,1.444629409
32574260,2,1.444620754
32522559,2,1.444608832
33656173,2,1.444563608
32229705,2,1.444503848
32052918,2,1.444339948
34234167,2,1.444339948
33894561,2,1.444327609
33720371,2,1.444325667
32587154,2,1.444308517
34758903,2,1.44421962
33103616,2,1.444189213
33988913,2,1.443911712
34676221,2,1.443890698
33136220,2,1.443615909
33113323,2,1.4435712
32505774,2,1.443498119
33386873,2,1.443426867
34658172,2,1.443220633
35140944,2,1.443215162
32761211,2,1.443031922
35084646,2,1.443021591
32384908,2,1.442606931
33566852,2,1.442586114
34691365,2,1.442442826
32692465,2,1.441966059
35059912,2,1.441904077
34715379,2,1.441115237
35076368,2,1.441057344
32978962,2,1.440871143
33260466,2,1.440871143
34529675,2,1.440871143
34902308,2,1.440871143
34188637,2,1.440871143
33643658,2,1.440871143
35095173,2,1.440252168
33586302,2,1.439958173
33257599,2,1.439915113
32017984,2,1.439615167
32324101,2,1.439528604
34856313,2,1.439125071
34282223,2,1.439125071
35013687,2,1.439054366
34910174,2,1.439054366
33166825,2,1.439054366
32588258,2,1.438470247
33399768,2,1.437741134
35020764,2,1.437407454
33942104,2,1.437407454
34751250,2,1.437407454
33834960,2,1.436843959
32758945,2,1.436832685
34769764,2,1.436698281
32568729,2,1.436435618
32151778,2,1.43378601
34496994,2,1.431753322
33071872,2,1.4311486
32760107,2,1.430920778
34629484,2,1.428538509
34731173,2,1.427634653
33840257,2,1.427634653
34833289,2,1.427634653
32848231,2,1.426626545
32390091,2,1.424059402
35126890,2,1.423262979
33017175,2,1.423262979
32393411,2,1.423262979
35038985,2,1.423262979
34715347,2,1.423262979
33784793,2,1.422815957
34283880,2,1.422783741
33139421,2,1.422783741
32409114,2,1.422783741
32325025,2,1.422783741
32905581,2,1.422783741
33971127,2,1.421346852
32916697,2,1.418122741
34211530,2,1.418122741
34962952,2,1.418122741
33790049,2,1.418122741
34591830,2,1.418122741
33413976,2,1.415987357
34197805,2,1.415720721
33528503,2,1.415720721
34826061,2,1.415720721
33902980,2,1.415720721
33729874,2,1.413783162
33505866,2,1.413679039
34733574,2,1.410666764
34224674,2,1.408984572
34341021,2,1.408533935
32350772,2,1.408533935
34466191,2,1.408398768
34970523,2,1.40832008
34880017,2,1.407280679
35125499,2,1.407257372
32501449,2,1.406250619
34740359,2,1.406174174
32347941,2,1.406174174
32873261,2,1.405727857
35002787,2,1.405727857
32837273,2,1.402891218
33236293,2,1.402281147
35187512,2,1.401718572
34639276,2,1.397899315
35090411,2,1.397899315
34629571,2,1.397633628
33742696,2,1.397633628
34780057,2,1.396564325
33559693,2,1.396246481
34906838,2,1.395180844
34469472,2,1.39428875
33956869,2,1.39356964
32931441,2,1.39356964
34874781,2,1.391477662
33445697,2,1.390840029
32497812,2,1.389256556
32936689,2,1.387691494
33545097,2,1.386209035
32558655,2,1.385379787
34674770,2,1.382457883
35017847,2,1.382457883
35055149,2,1.381971458
33558288,2,1.381517992
33151267,2,1.380426497
34746380,2,1.379525107
34501583,2,1.379040808
33148365,2,1.378850176
32489438,2,1.378021866
34539053,2,1.377692432
32583009,2,1.377309828
35085824,2,1.375726922
32553070,2,1.375514377
35077483,2,1.373620334
34909482,2,1.373556749
34725400,2,1.373007517
32878481,2,1.372749432
33400475,2,1.372749432
32680626,2,1.372749432
32421878,2,1.372749432
34812845,2,1.372749432
32631682,2,1.372749432
35052240,2,1.372749432
35126138,2,1.372749432
35177037,2,1.372749432
33636357,2,1.372749432
33912196,2,1.372749432
34178343,2,1.372749432
34720746,2,1.372749432
34831965,2,1.372749432
34846280,2,1.372749432
33877966,2,1.372749432
33231569,2,1.372749432
32078069,2,1.372749432
33922354,2,1.372749432
33239765,2,1.372749432
34404498,2,1.372749432
34675256,2,1.372749432
34371224,2,1.372749432
33541486,2,1.372749432
32701938,2,1.372749432
34195986,2,1.372749432
35099990,2,1.372749432
34378274,2,1.372749432
33534626,2,1.372749432
32719039,2,1.372749432
32325167,2,1.372749432
34212838,2,1.372749432
33605110,2,1.372749432
34769700,2,1.372749432
33497837,2,1.372749432
32333248,2,1.372749432
32517125,2,1.372749432
35101109,2,1.372749432
33211676,2,1.372749432
33571103,2,1.372749432
34904053,2,1.372749432
35030996,2,1.372749432
32479895,2,1.372749432
33380488,2,1.372749432
34414882,2,1.372749432
34105632,2,1.372749432
32661860,2,1.372749432
33142039,2,1.372749432
35083577,2,1.372749432
33623599,2,1.372749432
34046135,2,1.372749432
32186277,2,1.372749432
33887107,2,1.372749432
35095365,2,1.372749432
32223063,2,1.372749432
34840556,2,1.372749432
32156607,2,1.372749432
34276173,2,1.372749432
34900913,2,1.372749432
33614689,2,1.372749432
34297747,2,1.372749432
33279484,2,1.372749432
32510173,2,1.372749432
33219572,2,1.372749432
35194323,2,1.372749432
35103043,2,1.372749432
32859678,2,1.372749432
33640979,2,1.372749432
33834961,2,1.372749432
34494942,2,1.372749432
32852785,2,1.372749432
32292530,2,1.372749432
32866247,2,1.372749432
32448674,2,1.372749432
35165107,2,1.372749432
32301806,2,1.372749432
34915890,2,1.372749432
34194171,2,1.372749432
34837985,2,1.372749432
34057365,2,1.372749432
33381066,2,1.372749432
32830267,2,1.372749432
33220171,2,1.372749432
33530315,2,1.372749432
34708685,2,1.372749432
32524957,2,1.372749432
32610802,2,1.372749432
32790653,2,1.372749432
33545745,2,1.372749432
33440892,2,1.372749432
33146552,2,1.372749432
34715180,2,1.372749432
34572652,2,1.372749432
32646015,2,1.372749432
34148028,2,1.372749432
34877565,2,1.372749432
33154206,2,1.372749432
34274833,2,1.372749432
33875749,2,1.372749432
34244275,2,1.372749432
33950301,2,1.372749432
34473681,2,1.372749432
33600424,2,1.372749432
34546584,2,1.372749432
34006960,2,1.372749432
35059791,2,1.372749432
34282608,2,1.372749432
33122620,2,1.372749432
32830472,2,1.372749432
34230688,2,1.372749432
34031464,2,1.372749432
33819518,2,1.372749432
33711026,2,1.372749432
33363726,2,1.372749432
32896184,2,1.372749432
35136350,2,1.372749432
33072833,2,1.372749432
33452919,2,1.372749432
33750990,2,1.372749432
33937725,2,1.372749432
34178534,2,1.372749432
32339362,2,1.372749432
35093413,2,1.372749432
33929142,2,1.372749432
34037226,2,1.372749432
34704045,2,1.372749432
33942804,2,1.372749432
34997525,2,1.372749432
33242450,2,1.372749432
34062619,2,1.372749432
33072911,2,1.372749432
33690946,2,1.372749432
34382749,2,1.372749432
32837528,2,1.372749432
34277557,2,1.372749432
34919555,2,1.372749432
33479004,2,1.372749432
34728285,2,1.372749432
35022260,2,1.372749432
34180590,2,1.372749432
35026479,2,1.372749432
32462282,2,1.372749432
34910762,2,1.372749432
32975186,2,1.372749432
32480424,2,1.372749432
32342870,2,1.372749432
34120315,2,1.372749432
34834368,2,1.372749432
33733901,2,1.372749432
34911010,2,1.372749432
35028903,2,1.372749432
34394272,2,1.372749432
34880553,2,1.372749432
34102878,2,1.372749432
33466265,2,1.372749432
32959004,2,1.372749432
32900400,2,1.372749432
33172844,2,1.372749432
33544733,2,1.372749432
34624182,2,1.372749432
35063676,2,1.372749432
33519594,2,1.372749432
34762746,2,1.372749432
33958395,2,1.372749432
33830987,2,1.372749432
32651592,2,1.372749432
32278147,2,1.372749432
34041701,2,1.372749432
32750000,2,1.372749432
32930456,2,1.372749432
34727892,2,1.372749432
34795541,2,1.372749432
34925477,2,1.372749432
32499974,2,1.372749432
34917076,2,1.372749432
34281013,2,1.372749432
35071500,2,1.372749432
34642576,2,1.372749432
33735165,2,1.372749432
33414155,2,1.372749432
33329586,2,1.372749432
33100247,2,1.372749432
33057438,2,1.372749432
32568662,2,1.372749432
34647855,2,1.372749432
32322397,2,1.372749432
32720578,2,1.372749432
33152200,2,1.372749432
34793416,2,1.372749432
34142160,2,1.372749432
34858373,2,1.372749432
33728668,2,1.372749432
33539330,2,1.372749432
34929732,2,1.372749432
33047295,2,1.372749432
32441770,2,1.372749432
32284616,2,1.372749432
33566793,2,1.372749432
35093353,2,1.372749432
34767549,2,1.372749432
33910211,2,1.372749432
34575864,2,1.372749432
33682104,2,1.372749432
33928894,2,1.372749432
33563355,2,1.372749432
33467399,2,1.372749432
33306750,2,1.372749432
33241904,2,1.372749432
33092458,2,1.372749432
34908609,2,1.372749432
33002204,2,1.372749432
34737985,2,1.372749432
33905620,2,1.372749432
32434108,2,1.372749432
33090977,2,1.372749432
34264868,2,1.372749432
34642560,2,1.372749432
32663514,2,1.372749432
32753454,2,1.372749432
33571174,2,1.372749432
34140052,2,1.372749432
34594687,2,1.372749432
33905349,2,1.372749432
34007893,2,1.372749432
32456880,2,1.372749432
33187475,2,1.372749432
34817403,2,1.372749432
34177662,2,1.372749432
34555009,2,1.372749432
35095634,2,1.372749432
32247931,2,1.372749432
33481807,2,1.372749432
33189890,2,1.372749432
33077508,2,1.372749432
34271264,2,1.372749432
34499377,2,1.372749432
34595150,2,1.372749432
33888172,2,1.372749432
33882896,2,1.372749432
34196877,2,1.372749432
32479798,2,1.372749432
34832483,2,1.372749432
32292845,2,1.372749432
34543431,2,1.372749432
35098446,2,1.372749432
34690395,2,1.372749432
34872559,2,1.372749432
34635077,2,1.372749432
33223126,2,1.372749432
34800535,2,1.372749432
32964619,2,1.372749432
32964918,2,1.372749432
33247315,2,1.372749432
32534906,2,1.372749432
33412393,2,1.372749432
34314417,2,1.372749432
33709138,2,1.372749432
33563452,2,1.372749432
34722140,2,1.372749432
33900930,2,1.372749432
33817971,2,1.372749432
35051135,2,1.372749432
32696429,2,1.372749432
32034659,2,1.372749432
33615345,2,1.372749432
34000257,2,1.372749432
35152033,2,1.372749432
32616908,2,1.372749432
32836614,2,1.372749432
33483809,2,1.372749432
32624078,2,1.372749432
32837665,2,1.372749432
34193594,2,1.372749432
32398954,2,1.372749432
33867007,2,1.372749432
34716760,2,1.372749432
33838303,2,1.372749432
34305708,2,1.372749432
32331980,2,1.372749432
33037095,2,1.372749432
32421703,2,1.372749432
32120913,2,1.372749432
34744808,2,1.372749432
34597296,2,1.372749432
33966116,2,1.372749432
33364445,2,1.372749432
32241328,2,1.372749432
35010642,2,1.372749432
35036397,2,1.372749432
33939486,2,1.372749432
32448710,2,1.372749432
34937598,2,1.372749432
34230065,2,1.372749432
32525850,2,1.372749432
32444399,2,1.372749432
33261717,2,1.372749432
32589875,2,1.372749432
34081684,2,1.372749432
34683357,2,1.372749432
33400390,2,1.372749432
33219646,2,1.372749432
32243266,2,1.372749432
34721202,2,1.372749432
32361801,2,1.372749432
34145166,2,1.372749432
32641170,2,1.372749432
34387730,2,1.372749432
34720340,2,1.372749432
32697947,2,1.372749432
33958668,2,1.372749432
34642682,2,1.372749432
33391794,2,1.372749432
33590633,2,1.372749432
34746039,2,1.372749432
32970319,2,1.372749432
33208205,2,1.372749432
35153631,2,1.372749432
32646034,2,1.372749432
34604719,2,1.372749432
34917574,2,1.372749432
34784374,2,1.372749432
34705210,2,1.372749432
34720596,2,1.372749432
33158234,2,1.372749432
33148560,2,1.372749432
34899289,2,1.372749432
33380337,2,1.372749432
34968773,2,1.372749432
33278013,2,1.372749432
32978306,2,1.372749432
33490013,2,1.372749432
32199877,2,1.372749432
32731509,2,1.372749432
33912533,2,1.372749432
35087274,2,1.372749432
33381057,2,1.372749432
32437822,2,1.372749432
33388977,2,1.372749432
32634217,2,1.372749432
34685567,2,1.372749432
35015778,2,1.372749432
32111449,2,1.372749432
35057917,2,1.372749432
34872972,2,1.372749432
35136834,2,1.372749432
34713202,2,1.372749432
33679254,2,1.372749432
33180758,2,1.372749432
32343984,2,1.372749432
35055715,2,1.372749432
32446287,2,1.372749432
33490021,2,1.372749432
34179399,2,1.372749432
34687893,2,1.372749432
35135310,2,1.372749432
32250959,2,1.372749432
34577790,2,1.372749432
34247693,2,1.372749432
34714353,2,1.372749432
35171390,2,1.372749432
34669138,2,1.372749432
34670540,2,1.372749432
32346223,2,1.372749432
32594148,2,1.372749432
33476733,2,1.372749432
33068093,2,1.372749432
33942774,2,1.372749432
33570743,2,1.372749432
33834315,2,1.372749432
35127101,2,1.372749432
32697603,2,1.372749432
33465833,2,1.372749432
33215247,2,1.372749432
34497354,2,1.372749432
33434668,2,1.372749432
33388119,2,1.372749432
33496647,2,1.372749432
34073223,2,1.372749432
34831833,2,1.372749432
32732235,2,1.372749432
33846599,2,1.372749432
35081732,2,1.372749432
33622481,2,1.372749432
34234614,2,1.372749432
32448770,2,1.372749432
