id,label,score
33548034,1,2.000187498
33119703,1,1.998295734
34994801,1,1.998295734
34176953,1,1.988696555
33221868,1,1.981138068
32549983,1,1.978379497
34224085,1,1.974355601
34637081,1,1.974355601
33616867,1,1.974355601
32619798,1,1.974355601
34635345,1,1.971328206
34021454,1,1.971328206
34667862,1,1.968074889
35041838,1,1.967995725
34000418,1,1.960056303
34326117,1,1.957923584
32556278,1,1.95106176
33317657,1,1.95106176
33864722,1,1.945514436
33835096,1,1.945346449
33832103,1,1.932915889
34538814,1,1.932589287
32923694,1,1.931137066
34856891,1,1.927316318
34076792,1,1.927082293
34091841,1,1.925250924
33842145,1,1.916656309
32636116,1,1.916656309
35105869,1,1.916656309
34845215,1,1.912711794
33655303,1,1.912711794
32602208,1,1.912711794
33203737,1,1.912711794
34560060,1,1.912711794
34853897,1,1.912711794
34011758,1,1.906830434
34238985,1,1.882657203
33878025,1,1.865548004
34190848,1,1.865329556
34231301,1,1.862838803
33278877,1,1.862838803
34731648,1,1.85674961
32419742,1,1.856500946
33961695,1,1.85496708
32810285,1,1.853513678
34838890,1,1.849075855
33525415,1,1.849075267
34760655,1,1.834737993
33845476,1,1.813752888
32373134,1,1.806136288
33962987,1,1.801353664
34722166,1,1.80034704
32188728,1,1.779099812
33889318,1,1.775293686
33050053,1,1.771555561
33948002,1,1.771555561
32535142,1,1.771555561
34995541,1,1.771555561
34530010,1,1.771555561
34148674,1,1.771555561
34683914,1,1.771555561
34398433,1,1.771555561
33198368,1,1.771555561
34803452,1,1.771555561
32638507,1,1.771555561
33822777,1,1.771555561
35162923,1,1.771555561
33714258,1,1.771555561
32317504,1,1.771555561
34678522,1,1.771555561
32753553,1,1.771555561
34187827,1,1.771555561
34915892,1,1.771555561
32799381,1,1.771555561
35183411,1,1.771555561
34926805,1,1.771555561
34619994,1,1.771555561
34711647,1,1.771555561
32605826,1,1.771555561
34786527,1,1.747808633
34982377,1,1.736963496
34048356,1,1.727080423
34731091,1,1.723909718
35111077,1,1.719855583
34966381,1,1.719146286
33199428,1,1.719146286
33941299,1,1.71581458
34092033,1,1.715741859
33720988,1,1.714084224
34642596,1,1.714084224
34463043,1,1.714084224
34992124,1,1.714084224
34585248,1,1.713186777
34709303,1,1.713186777
32956613,1,1.713186777
35081105,1,1.713186777
32783196,1,1.713186777
34695724,1,1.713186777
35126106,1,1.713186777
33925650,1,1.713186777
34474014,1,1.713186777
32518108,1,1.712522543
32356625,1,1.712522543
35089580,1,1.712522543
34862879,1,1.712522543
32243815,1,1.712522543
35125904,1,1.712522543
34906876,1,1.712522543
34172868,1,1.712522543
32394245,1,1.712522543
34835296,1,1.712522543
34304212,1,1.694555164
32682251,1,1.693740192
33047475,1,1.689735802
34498113,1,1.685995603
32930657,1,1.67854758
33662323,1,1.669567496
35018358,1,1.666744615
33119763,1,1.664686916
34048441,1,1.664686916
32845568,1,1.664686916
33627115,1,1.664686916
33617534,1,1.664686916
32171074,1,1.664686916
33024174,1,1.664686916
33688105,1,1.664686916
33003377,1,1.654818243
33419577,1,1.634203321
35028280,1,1.625728739
34543522,1,1.623337062
32579907,1,1.619963027
34888160,1,1.618763303
33710662,1,1.616313473
35131697,1,1.598778761
33952614,1,1.596013839
32298982,1,1.580007221
32569839,1,1.579413777
33933633,1,1.570433484
32035511,1,1.561125914
33195080,1,1.555850497
34147290,1,1.511817385
34577411,1,1.506401618
34496013,1,1.474319276
32391282,1,1.472567873
32299780,1,1.472410033
33389798,1,1.472321513
34467104,1,1.472321513
35159352,1,1.472321513
33219563,1,1.472263641
32710551,1,1.472132338
33561834,1,1.472132338
34674292,1,1.472132338
32382684,1,1.471714138
33927903,1,1.471597927
33109778,1,1.471597927
35136713,1,1.471578099
32380382,1,1.47152983
35169468,1,1.471503225
32780229,1,1.471326783
34975853,1,1.471326783
34734909,1,1.47124604
34556171,1,1.47124604
33901260,1,1.471033364
32328285,1,1.470973018
33152196,1,1.470941155
32621284,1,1.470941155
33972746,1,1.470923976
34647691,1,1.470866833
32353266,1,1.470866833
33561439,1,1.470732315
33293401,1,1.470686027
34285686,1,1.470562617
33419184,1,1.470562617
34448301,1,1.470562617
35059954,1,1.470470464
34106748,1,1.470470464
34011029,1,1.470450727
33648620,1,1.470450727
35129788,1,1.470450727
32658735,1,1.47044109
34267295,1,1.470374497
34928262,1,1.470302506
34940755,1,1.470302506
34550806,1,1.470302506
33218900,1,1.470243552
33863266,1,1.47014994
34192469,1,1.470129857
34631394,1,1.470099004
32247680,1,1.470080504
33283602,1,1.469985053
34648089,1,1.469985053
33490958,1,1.469980416
